27,1
15,1
14,3
15,3
12,3
12,3
14,3
12,3
13,3
12,4
13,4
13,4
13,4
23,4
13,4
32,4
17,4
21,4
20,4
15,5
13,5
20,5
17,5
20,5
18,5
16,5
15,5
18,5
17,6
15,6
25,6
25,6
15,6
19,6
14,6
13,6
12,6
13,6
15,7
17,7
14,7
16,7
18,7
19,7
14,7
27,7
13,7
18,8
16,8
16,8
15,8
17,8
15,8
15,8
14,8
20,8
16,9
15,9
20,9
14,9
30,9
16,9
15,9
16,9
16,9
15,9
15,10
882,11
25,13
27,13
28,13
27,13
34,13
25,14
24,14
25,14
25,14
24,14
25,15
24,15
35,15
25,15
35,15
24,15
26,16
25,16
25,16
25,16
25,16
25,16
25,17
44,17
24,17
25,17
25,17
24,18
26,18
24,18
24,18
24,18
24,19
39,19
24,19
24,19
25,19
690,20
36,25
24,25
24,25
25,25
24,26
24,26
26,26
24,26
35,26
25,26
29,27
25,27
25,27
27,27
25,27
23,27
24,28
23,28
25,28
34,28
25,28
27,29
26,29
24,29
25,29
25,29
25,30
26,30
24,30
35,30
24,30
24,31
24,31
24,31
23,31
25,31
25,31
831,32
35,37
25,37
25,37
35,38
25,38
24,38
25,38
23,38
25,38
26,39
24,39
24,39
30,39
35,39
25,39
24,40
24,40
25,40
26,40
25,40
25,41
26,41
23,41
23,41
34,41
25,41
24,42
25,42
24,42
24,42
24,42
23,43
26,43
25,43
35,43
24,43
26,44
832,45
36,49
25,49
24,49
23,50
25,50
25,50
25,50
25,50
25,51
26,51
34,51
25,51
25,51
25,51
25,52
24,52
25,52
26,52
24,52
26,52
25,53
24,53
25,53
24,53
24,53
24,54
25,54
25,54
24,54
24,54
26,55
24,55
24,55
24,55
24,55
23,56
24,56
834,57
34,1
25,2
24,2
26,2
36,2
23,2
25,2
25,3
24,3
24,3
24,3
24,3
25,3
27,4
25,4
34,4
25,4
24,4
24,4
25,5
26,5
26,5
24,5
25,5
27,6
34,6
24,6
24,6
24,6
24,7
25,7
23,7
24,7
26,7
26,8
33,8
25,8
827,9
35,13
26,14
25,14
25,14
25,14
25,14
25,14
25,15
25,15
25,15
24,15
35,15
24,16
24,16
25,16
25,16
25,16
27,16
25,17
25,17
26,17
35,17
26,17
23,17
24,18
24,18
24,18
25,18
24,18
24,19
24,19
35,19
25,19
24,19
25,20
24,20
24,20
848,21
35,26
25,26
24,26
24,26
24,26
25,26
40,27
24,27
24,27
24,27
25,27
25,28
25,28
24,28
26,28
24,28
35,28
24,29
24,29
25,29
25,29
27,29
23,30
23,30
25,30
24,30
27,30
34,31
26,31
23,31
25,31
25,31
25,32
24,32
24,32
26,32
24,32
819,33
35,38
36,38
24,38
26,38
25,39
24,39
27,39
25,39
24,39
25,39
25,40
35,40
25,40
24,40
25,40
25,40
25,41
25,41
24,41
26,41
25,41
34,42
24,42
25,42
25,42
23,42
23,42
24,43
25,43
25,43
25,43
34,43
24,44
24,44
23,44
24,44
24,44
151,48
26,50
24,50
24,50
25,50
25,50
34,51
26,51
24,51
25,51
24,51
25,51
25,52
23,52
26,52
25,52
33,52
27,53
24,53
24,53
25,53
25,53
25,53
25,54
25,54
26,54
34,54
24,54
24,55
24,55
24,55
26,55
25,55
24,56
24,56
24,56
34,56
23,56
166,0
,
,
,
40.54390244,17.4080829
