17,3
3,2
2,1
1,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,1
1,2
2,3
3,2
2,1
1,2
2,1
1,2
2,0
0,2
2,2
2,2
2,3
3,3
3,1
1,1
1,2
2,3
3,2
2,0
0,1
1,2
2,3
3,0
0,1
1,1
1,2
2,1
1,2
2,0
0,2
2,1
1,1
1,1
1,0
0,1
1,2
2,2
2,1
1,0
0,2
2,1
1,3
3,3
3,2
2,1
1,1
1,3
3,1
1,1
1,3
3,1
1,1
1,2
2,3
3,2
2,2
2,1
1,2
2,2
2,1
1,1
1,3
3,1
1,1
1,2
2,1
1,0
0,1
1,1
1,2
2,1
1,1
1,1
1,1
1,1
1,0
0,1
1,2
2,1
1,2
2,0
0,2
2,0
0,2
2,1
1,2
2,2
2,1
1,2
2,1
1,1
1,3
3,1
1,2
2,1
1,1
1,1
1,2
2,5
124,3
5,3
3,2
3,3
2,2
3,3
2,2
3,2
2,3
2,6
3,4
72,4
6,4
4,5
4,4
4,4
5,5
4,3
4,5
5,4
3,4
5,3
4,4
4,4
3,4
4,4
4,5
4,3
4,1
5,1
701,1
709,1
3,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
2,1
1,2
1,1
1,1
1,1
1,1
2,0
1,1
1,2
1,1
1,1
0,2
1,2
2,1
1,1
1,0
2,2
2,1
1,2
1,1
0,1
2,2
1,1
2,1
1,0
1,1
2,2
1,2
1,1
0,2
1,1
2,1
2,1
1,1
2,1
1,1
1,2
1,1
1,1
1,4
1,2
2,2
1,3
1,3
24,3
4,2
2,2
2,2
3,2
3,3
3,5
2,4
2,4
2,4
2,4
3,4
72,4
5,4
4,5
4,4
4,4
4,4
4,3
4,4
4,5
5,4
4,4
4,4
4,3
3,2
4,1
5,1
4,1
4,1
4,0
705,1
702,1
3,1
2,1
1,1
1,1
1,1
1,1
0,0
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
0,2
1,1
1,1
1,1
2,2
1,1
1,1
1,2
1,1
2,1
1,1
1,1
1,2
2,1
1,1
1,1
2,2
1,1
1,0
1,1
1,1
2,1
1,1
1,1
1,1
2,2
1,1
0,1
1,4
1,3
1,2
1,1
1,2
1,2
2,3
1,3
1,2
29,2
4,6
3,4
2,4
1,4
2,5
2,4
3,5
3,4
2,4
2,5
73,4
6,4
4,5
4,4
4,4
5,5
4,4
5,4
4,3
4,1
5,1
4,2
4,2
5,1
4,1
4,1
5,1
4,2
4,1
714,3
694,1
3,1
1,2
1,2
2,2
2,2
1,1
1,1
1,1
1,2
2,2
1,0
3,1
1,1
1,1
2,1
2,0
2,2
2,1
1,1
1,2
1,1
2,0
2,1
0,2
1,2
1,2
1,1
1,1
0,1
2,1
1,1
1,0
2,1
1,2
0,2
1,1
2,1
2,1
2,2
1,1
1,5
1,4
1,2
1,2
0,2
1,3
2,2
2,2
1,3
1,3
1,2
2,2
1,6
5,4
4,4
2,4
2,4
2,3
3,4
2,5
2,4
3,5
3,4
2,3
2,4
78,4
6,4
4,4
4,4
4,4
4,3
3,0
4,0
5,2
4,1
5,1
4,1
3,2
4,2
4,1
4,1
4,0
4,1
4,1
679,1
705,0
3,1
0,1
0,1
2,0
1,2
1,1
1,0
2,2
2,1
1,0
1,0
0,2
1,1
1,1
1,1
0,1
1,1
1,2
1,1
0,2
2,2
1,1
0,1
2,2
1,1
0,1
0,1
2,2
1,1
1,1
1,1
1,1
1,1
2,0
1,1
2,4
2,2
1,3
1,2
2,3
1,3
1,2
1,3
2,3
1,2
1,6
1,3
1,3
1,4
0,4
1,4
51,4
4,4
2,4
3,4
2,4
3,3
3,5
2,4
3,4
3,4
2,4
71,4
6,3
3,2
3,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
3,1
5,1
4,1
4,1
4,1
4,1
4,2
687,1
679,1
3,1
2,1
1,1
1,1
1,1
1,0
1,1
1,1
1,2
1,1
1,0
1,2
1,1
1,1
1,1
1,1
1,1
2,0
1,1
1,2
1,1
1,2
1,1
1,1
1,2
0,2
1,2
1,2
2,1
1,1
0,1
2,1
1,0
1,4
1,3
1,3
1,2
0,2
1,2
2,3
1,3
2,3
1,3
1,6
2,4
2,5
2,4
2,4
1,5
1,4
1,4
1,4
0,4
86,3
4,5
3,4
3,5
2,4
2,4
2,3
3,5
3,
3,
3,
71,5
6,
4,
5,
4,
4,
5,
4,
4,
4,
4,
3,
5,
4,
5,
4,
4,
3,
5,
,
2.023853211,1.360342942
